author,2020,2021,2022,2023,2024
Christopher L. Buckley,0,0,0,1,0
Jason Phang,0,0,0,1,0
Ezgi Korkmaz,0,0,0,1,0
Jonah Brown-Cohen,0,0,0,1,0
Anqi Li,0,0,0,1,0
Qinbin Li,0,0,0,1,0
Bingsheng He,0,0,0,1,0
Xiaoxiao Li,0,0,0,1,0
Jiaming Yang,0,0,0,1,0
Duanyi Yao,0,0,0,1,0
Jin Liu,0,0,0,1,0
Chumeng Liang,0,0,0,1,0
Xiaoyu Wu,0,0,0,1,0
Yang Hua,0,0,0,1,0
Jiaru Zhang,0,0,0,1,0
Yiming Xue,0,0,0,1,0
Tao Song,0,0,0,1,0
Zhengui Xue,0,0,0,1,0
Ruhui Ma,0,0,0,1,0
Haibing Guan,0,0,0,1,0
Yun-Hsuan Lien,0,0,0,1,0
Ping-Chun Hsieh,0,0,0,1,0
Yu-Shuen Wang,0,0,0,1,0
Sai Wu,0,0,0,1,0
Gang Chen,0,0,0,1,0
Zijian Guo,0,0,0,1,0
Zhepeng Cen,0,0,0,1,0
Yihang Yao,0,0,0,1,0
Liang Liu,0,0,0,1,0
Yanan Guo,0,0,0,1,0
Youtao Zhang,0,0,0,1,0
Jun Yang,0,0,0,1,0
Yiwei Lu,0,0,0,1,0
Chris Lu,0,0,0,1,0
Timon Willi,0,0,0,1,1
Alistair Letcher,0,0,0,1,0
Jakob Nicolaus Foerster,0,0,0,1,0
Yihan Ma,0,0,0,1,0
Zhikun Zhang,0,0,0,1,0
Ning Yu,0,0,0,1,1
Xinlei He,0,0,0,2,0
Michael Backes,0,0,0,2,0
Chengzhi Mao,0,0,0,1,0
Lingyu Zhang,0,0,0,1,0
Abhishek Vaibhav Joshi,0,0,0,1,0
Junfeng Yang,0,0,0,1,0
Hao Wang,0,0,0,1,1
Carl Vondrick,0,0,0,1,0
Tanguy Marchand,0,0,0,1,0
Regis Loeb,0,0,0,1,0
Ulysse Marteau-Ferey,0,0,0,1,0
Jean Ogier du Terrail,0,0,0,1,0
Arthur Pignet,0,0,0,1,0
Samuele Marro,0,0,0,1,0
Michele Lombardi,0,0,0,1,0
Brandon McKinzie,0,0,0,1,0
Vaishaal Shankar,0,0,0,1,0
Joseph Yitan Cheng,0,0,0,1,0
Yinfei Yang,0,0,0,1,0
Alexander T. Toshev,0,0,0,1,0
Eric Mitchell,0,0,0,1,0
Yoonho Lee,0,0,0,1,0
Alexander Khazatsky,0,0,0,1,0
Christopher D. Manning,0,0,0,1,0
Guangyu Nie,0,0,0,1,0
Changhoon Kim,0,0,0,1,0
Yezhou Yang,0,0,0,1,0
Guy Ohayon,0,0,0,1,0
Theo Joseph Adrai,0,0,0,1,0
Tomer Michaeli,0,0,0,1,0
Raphaël Olivier,0,0,0,1,0
Yidong Ouyang,0,0,0,1,0
Liyan Xie,0,0,0,1,0
Aleksandar Petrov,0,0,0,1,0
Francisco Eiras,0,0,0,1,0
Huiqi Deng,0,0,0,1,0
Yunuo Chen,0,0,0,1,0
Siyu Lou,0,0,0,1,0
Zhaolin Ren,0,0,0,1,0
Yujie Tang,0,0,0,1,0
Na Li,0,0,0,1,0
Keivan Rezaei,0,0,0,1,0
Atoosa Malemir Chegini,0,0,0,1,0
Yitan Wang,0,0,0,1,0
Zheng Yu,0,0,0,1,0
Lichen Zhang,0,0,0,1,0
Yang Sui,0,0,0,1,0
Yukun Huang,0,0,0,1,0
Hongtu Zhu,0,0,0,1,1
Fan Zhou,0,0,0,1,0
Zhuoqing Mao,0,0,0,1,0
Zeren Tan,0,0,0,1,0
Yang Tian,0,0,0,1,0
Rishabh Tiwari,0,0,0,1,0
Pradeep Shenoy,0,0,0,1,0
Mark Vero,0,0,0,1,3
Dimitar Iliev Dimitrov,0,0,0,1,0
Alexander Wan,0,0,0,1,0
Sheng Shen,0,0,0,1,0
Dan Klein,0,0,0,1,0
Tony Tong Wang,0,0,0,1,0
Adam Gleave,0,0,0,1,0
Tom Tseng,0,0,0,1,0
Kellin Pelrine,0,0,0,1,0
Nora Belrose,0,0,0,1,0
Joseph Miller,0,0,0,1,0
Michael D. Dennis,0,0,0,1,0
Yawen Duan,0,0,0,1,0
Viktor Pogrebniak,0,0,0,1,0
Ruigang Wang,0,0,0,1,0
Ian R. Manchester,0,0,0,1,0
Puqian Wang,0,0,0,1,1
Feiran Jia,0,0,0,1,0
Jiachen T. Wang,0,0,0,1,0
Pengfei He,0,0,0,1,0
Yuxuan Wan,0,0,0,1,0
Mengfan Xu,0,0,0,1,0
Diego Klabjan,0,0,0,1,0
Ziqing Yang,0,0,0,1,0
Zheng Li,0,0,0,1,0
Mathias Humbert,0,0,0,1,0
Pascal Berrang,0,0,0,1,0
Dongyoon Yang,0,0,0,1,0
Insung Kong,0,0,0,1,0
Yongdai Kim,0,0,0,1,0
Jianke Yang,0,0,0,1,0
Robin Walters,0,0,0,1,0
Nima Dehmamy,0,0,0,1,0
Rose Yu,0,0,0,1,0
Rui Ye,0,0,0,1,0
Zhenyang Ni,0,0,0,1,0
Siheng Chen,0,0,0,1,0
Yanfeng Wang,0,0,0,1,0
Wei Xiong,0,0,0,1,0
Weichen Yu,0,0,0,1,1
Qian Liu,0,0,0,1,1
Bingyi Kang,0,0,0,1,0
Yan Huang,0,0,0,1,1
Lijia Yu,0,0,0,1,2
Qianru Zhang,0,0,0,1,0
Chao Huang,0,0,0,1,0
Lianghao Xia,0,0,0,1,0
Zheng Wang,0,0,0,1,2
Siu Ming Yiu,0,0,0,1,0
Ruihua Han,0,0,0,1,0
Shuhai Zhang,0,0,0,1,0
Jiahao Yang,0,0,0,1,0
Yifan Yang,0,0,0,1,0
Changsheng Li,0,0,0,1,0
Mingkui Tan,0,0,0,1,0
He Zhang,0,0,0,1,0
Bang Wu,0,0,0,1,0
Shuo Wang,0,0,0,1,0
Xiangwen Yang,0,0,0,1,0
Shirui Pan,0,0,0,1,0
Xingliang Yuan,0,0,0,1,0
Xuandong Zhao,0,0,0,1,2
Lei Li,0,0,0,1,1
Yukun Chen,0,0,0,1,0
Decheng Liu,0,0,0,1,0
Heng Yang,0,0,0,1,0
Zhanke Zhou,0,0,0,1,0
Chenyu Zhou,0,0,0,1,0
Xuan Li,0,0,0,1,0
Jiangchao Yao,0,0,0,2,0
Quanming Yao,0,0,0,1,0
Bang An,0,0,0,1,0
Xiawei Guo,0,0,0,1,0
Li He,0,0,0,1,0
Shuo Yuan,0,0,0,1,0
Liang Wang,0,0,0,1,1
Jiacheng Zhu,0,0,0,1,0
Jielin Qiu,0,0,0,1,0
XuanLong Nguyen,0,0,0,1,0
Chaoyi Zhu,0,0,0,1,0
Stefanie Roos,0,0,0,1,0
Lydia Y. Chen,0,0,0,1,0
Junyi Zhu,0,0,0,1,0
Ruicong Yao,0,0,0,1,0
Matthew B. Blaschko,0,0,0,1,0
Dixian Zhu,0,0,0,1,0
Yiming Ying,0,0,0,1,0
Weizhi Gao,0,0,0,0,2
Zhichao Hou,0,0,0,0,3
Sophie Xhonneux,0,0,0,0,2
Alessandro Sordoni,0,0,0,0,1
Zander W. Blasingame,0,0,0,0,1
Yiwei Zhou,0,0,0,0,1
Xiaobo Xia,0,0,0,0,1
Zhiwei Lin,0,0,0,0,1
Chenghua Guo,0,0,0,0,1
Rufeng Chen,0,0,0,0,1
Guixiang Ma,0,0,0,0,1
Ming Zeng,0,0,0,0,1
Xiangwen Liao,0,0,0,0,1
Xi Zhang,0,0,0,0,2
Sihong Xie,0,0,0,0,2
Yixiao Xu,0,0,0,0,1
Binxing Fang,0,0,0,0,1
Mohan Li,0,0,0,0,1
Keke Tang,0,0,0,0,2
Zhihong Tian,0,0,0,0,1
Huayang Huang,0,0,0,0,1
Yu Wu,0,0,0,0,1
Linus Jeary,0,0,0,0,1
Tom Kuipers,0,0,0,0,1
Mehran Hosseini,0,0,0,0,1
Nicola Paoletti,0,0,0,0,1
Zhuoyan Li,0,0,0,0,1
Ming Yin,0,0,0,0,1
Jiazhao Li,0,0,0,0,1
Yiquan Li,0,0,0,0,2
Junjie Hu,0,0,0,0,1
Sharon Li,0,0,0,0,1
Patrick McDaniel,0,0,0,0,1
Muhao Chen,0,0,0,0,1
Yiang Luo,0,0,0,0,1
Pengfei Li,0,0,0,0,1
Kai Tian,0,0,0,0,1
Zhiyuan Ma,0,0,0,0,1
Bowen Zhou,0,0,0,0,1
Haoyu Dong,0,0,0,0,1
Huiqiao Fu,0,0,0,0,1
Wentao Xu,0,0,0,0,1
Zhehao Zhou,0,0,0,0,1
Chunlin Chen,0,0,0,0,2
Zhen Chen,0,0,0,0,1
Fu Wang,0,0,0,0,1
Xingyu Zhao,0,0,0,0,1
Xiaowei Huang,0,0,0,0,1
Wenjie Ruan,0,0,0,0,2
Hongyu Shen,0,0,0,0,1
Yici Yan,0,0,0,0,1
Zhizhen Jane Zhao,0,0,0,0,1
Hui Wei,0,0,0,0,1
Zhixiang Wang,0,0,0,0,1
Kewei Zhang,0,0,0,0,1
Jiaqi Hou,0,0,0,0,1
Yuanwei Liu,0,0,0,0,1
Hao Tang,0,0,0,0,1
Seungju Han,0,0,0,0,2
Kavel Rao,0,0,0,0,2
Allyson Ettinger,0,0,0,0,2
Bill Yuchen Lin,0,0,0,0,1
Nathan Lambert,0,0,0,0,1
Yejin Choi,0,0,0,0,3
Nouha Dziri,0,0,0,0,2
Kexun Zhang,0,0,0,0,1
Zihao Su,0,0,0,0,1
Saastha Vasan,0,0,0,0,1
Ilya Grishchenko,0,0,0,0,1
Christopher Kruegel,0,0,0,0,1
Giovanni Vigna,0,0,0,0,1
Alisa Liu,0,0,0,0,1
Noah A. Smith,0,0,0,0,1
David Dobre,0,0,0,0,1
Alex Elenter,0,0,0,0,1
Spyros Angelopoulos,0,0,0,0,1
Christoph Dürr,0,0,0,0,1
Yanni Lefki,0,0,0,0,1
Derui Zhu,0,0,0,0,1
Dingfan Chen,0,0,0,0,1
Xiongfei Wu,0,0,0,0,1
Jiahui Geng,0,0,0,0,1
Jens Grossklags,0,0,0,0,1
Yuezhu Xu,0,0,0,0,1
S. Sivaranjani,0,0,0,0,1
Domenic Rosati,0,0,0,0,1
Jan Wehner,0,0,0,0,1
Kai Williams,0,0,0,0,1
Lukasz Bartoszcze,0,0,0,0,1
Robie Gonzales,0,0,0,0,1
Carsten Maple,0,0,0,0,1
Subhabrata Majumdar,0,0,0,0,1
Hassan Sajjad,0,0,0,0,1
Frank Rudzicz,0,0,0,0,1
Peiran Dong,0,0,0,0,1
Bingjie Wang,0,0,0,0,1
Song Guo,0,0,0,0,1
Junxiao Wang,0,0,0,0,1
Zicong Hong,0,0,0,0,1
Miles Hutson,0,0,0,0,1
Isaac Kauvar,0,0,0,0,1
Nick Haber,0,0,0,0,1
Thomas Kwa,0,0,0,0,1
Drake Thomas,0,0,0,0,1
Adrià Garriga-Alonso,0,0,0,0,1
Xiaoxing Wang,0,0,0,0,1
Xiaohan Qin,0,0,0,0,1
Alexander Rutherford,0,0,0,0,1
Michael Beukman,0,0,0,0,1
Jakob N. Foerster,0,0,0,0,1
Kaibo Zhang,0,0,0,0,1
Xiao Yu,0,0,0,0,1
Yuang Qi,0,0,0,0,1
Kejiang Chen,0,0,0,0,1
Guoqiang Chen,0,0,0,0,1
Pengyuan Zhu,0,0,0,0,1
Xiuwei Shang,0,0,0,0,1
Baiqi Li,0,0,0,0,1
Zhiqiu Lin,0,0,0,0,1
Wenxuan Peng,0,0,0,0,1
Jean de Dieu Nyandwi,0,0,0,0,1
Daniel Jiang,0,0,0,0,1
Simran Khanuja,0,0,0,0,1
Graham Neubig,0,0,0,0,1
Deva Ramanan,0,0,0,0,1
Ulrike von Luxburg,0,0,0,0,1
Eva Giboulot,0,0,0,0,1
Teddy Furon,0,0,0,0,2
Yunzhe Qi,0,0,0,0,1
Yikun Ban,0,0,0,0,1
Arindam Banerjee,0,0,0,0,1
Jingrui He,0,0,0,0,1
Hanna Foerster,0,0,0,0,1
Robert D. Mullins,0,0,0,0,1
Anthony Fuller,0,0,0,0,1
Daniel G. Kyrollos,0,0,0,0,1
Yousef Yassin,0,0,0,0,1
James R. Green,0,0,0,0,1
Deepak Ravikumar,0,0,0,0,1
Efstathia Soufleri,0,0,0,0,1
Kaushik Roy,0,0,0,0,1
Chandramouli Shama Sastry,0,0,0,0,1
Sri Harsha Dumpala,0,0,0,0,1
Sageev Oore,0,0,0,0,1
Di Ming,0,0,0,0,1
Peng Ren,0,0,0,0,1
Yunlong Wang,0,0,0,0,1
Xin Feng,0,0,0,0,1
Tom Sander,0,0,0,0,1
Pierre Fernandez,0,0,0,0,1
Alain Durmus,0,0,0,0,1
Alkis Kalavasis,0,0,0,0,1
Argyris Oikonomou,0,0,0,0,1
Katerina Sotiraki,0,0,0,0,1
Grigoris Velegkas,0,0,0,0,1
Manolis Zampetakis,0,0,0,0,2
Yining Li,0,0,0,0,1
Tianjun Yao,0,0,0,0,1
Wenhe Liu,0,0,0,0,1
Lijun Yu,0,0,0,0,1
Zhiqiang Shen,0,0,0,0,1
Kai Chen,0,0,0,0,1
Jonas Ngnawé,0,0,0,0,1
Sabyasachi Sahoo,0,0,0,0,1
Yann Pequignot,0,0,0,0,1
Frédéric Precioso,0,0,0,0,1
Christian Gagné,0,0,0,0,1
Yunpeng Gong,0,0,0,0,1
Yansong Qu,0,0,0,0,1
Zhiming Luo,0,0,0,0,1
Min Jiang,0,0,0,0,2
Sofiane Ennadir,0,0,0,0,1
Johannes F. Lutzeyer,0,0,0,0,1
Michalis Vazirgiannis,0,0,0,0,1
El Houcine Bergou,0,0,0,0,1
Chuxuan Hu,0,0,0,0,1
Hanlin Gu,0,0,0,0,1
WinKent Ong,0,0,0,0,1
Chee Seng Chan,0,0,0,0,1
Lixin Fan,0,0,0,0,1
Haolin Liu,0,0,0,0,1
Artin Tajdini,0,0,0,0,1
Andrew Wagenmaker,0,0,0,0,1
Lorenzo Cascioli,0,0,0,0,1
Ondrej Kuzelka,0,0,0,0,1
Yitao Xu,0,0,0,0,1
Yuzhou Nie,0,0,0,0,1
Thibault Simonetto,0,0,0,0,2
Xiaohang Tang,0,0,0,0,1
Afonso Marques,0,0,0,0,1
Parameswaran Kamalaruban,0,0,0,0,1
Zichuan Liu,0,0,0,0,1
Zefan Wang,0,0,0,0,1
Linjie Xu,0,0,0,0,1
Jinyu Wang,0,0,0,0,1
Lei Song,0,0,0,0,1
Tianchun Wang,0,0,0,0,1
Wei Cheng,0,0,0,0,2
Jiang Bian,0,0,0,0,1
Tehila Dahan,0,0,0,0,1
Kfir Y. Levy,0,0,0,0,1
Yiling Xie,0,0,0,0,1
Xiaoming Huo,0,0,0,0,1
Yuefei Lyu,0,0,0,0,1
Zhao Xu,0,0,0,0,1
Xiaosen Zheng,0,0,0,0,1
Xiong Peng,0,0,0,0,1
Kevin Wu,0,0,0,0,1
Eric Wu,0,0,0,0,1
Jiaqi Li,0,0,0,0,1
Qianshan Wei,0,0,0,0,1
Chuanyi Zhang,0,0,0,0,1
Guilin Qi,0,0,0,0,1
Miaozeng Du,0,0,0,0,1
Yongrui Chen,0,0,0,0,1
Sheng Bi,0,0,0,0,1
Trung Q. Trinh,0,0,0,0,1
Markus Heinonen,0,0,0,0,1
Luigi Acerbi,0,0,0,0,1
Samuel Kaski,0,0,0,0,1
Hao-Yi Lei,0,0,0,0,1
Zhi-Hao Tan,0,0,0,0,1
Yimeng Zhang,0,0,0,0,2
Xin Chen,0,0,0,0,1
Chongyu Fan,0,0,0,0,2
Ke Ding,0,0,0,0,1
Edoardo Debenedetti,0,0,0,0,3
Javier Rando,0,0,0,0,1
Daniel Paleka,0,0,0,0,2
Silaghi Fineas Florin,0,0,0,0,1
Dragos Albastroiu,0,0,0,0,1
Niv Cohen,0,0,0,0,1
Yuval Lemberg,0,0,0,0,1
Reshmi Ghosh,0,0,0,0,1
Rui Wen,0,0,0,0,1
Ahmed Salem,0,0,0,0,1
Giovanni Cherubin,0,0,0,0,1
Robin Schmid,0,0,0,0,1
Victor Klemm,0,0,0,0,1
Takahiro Miki,0,0,0,0,1
Chenhao Li,0,0,0,0,1
Stefan Kraft,0,0,0,0,1
Mario Fritz,0,0,0,0,2
Sahar Abdelnabi,0,0,0,0,2
Lea Schönherr,0,0,0,0,2
Weixin An,0,0,0,0,1
Zhonghao Wang,0,0,0,0,1
Danyu Sun,0,0,0,0,1
Sheng Zhou,0,0,0,0,1
Haobo Wang,0,0,0,0,1
Jiapei Fan,0,0,0,0,1
Longtao Huang,0,0,0,0,1
Jiajun Bu,0,0,0,0,1
Jingtong Su,0,0,0,0,1
Karen Ullrich,0,0,0,0,1
Hamidreza Kamkari,0,0,0,0,1
Brendan Leigh Ross,0,0,0,0,1
Rasa Hosseinzadeh,0,0,0,0,1
Jesse C. Cresswell,0,0,0,0,1
Gabriel Loaiza-Ganem,0,0,0,0,1
Antoni Viros Martin,0,0,0,0,1
Cindy Xiong Bearfield,0,0,0,0,1
Yuriy Brun,0,0,0,0,1
Hui Guan,0,0,0,0,1
Zaitang Li,0,0,0,0,1
Jingwen Liu,0,0,0,0,1
Daniel J. Hsu,0,0,0,0,1
Jie Wang,0,0,0,0,2
Guoping Wu,0,0,0,0,1
Xueyan Niu,0,0,0,0,1
Cristina Savin,0,0,0,0,1
Eero P. Simoncelli,0,0,0,0,1
Kazuki Egashira,0,0,0,0,1
Robin Staab,0,0,0,0,3
Jingxuan He,0,0,0,0,1
Mingyuan Fan,0,0,0,0,1
Wenmeng Zhou,0,0,0,0,1
Weilin Lin,0,0,0,0,1
Hui Xiong,0,0,0,0,1
Trenton Chang,0,0,0,0,1
Lindsay A. Warrenburg,0,0,0,0,1
Sae-Hwan Park,0,0,0,0,1
Ravi B. Parikh,0,0,0,0,1
Maggie Makar,0,0,0,0,1
Jenna Wiens,0,0,0,0,1
Dhananjay Tomar,0,0,0,0,1
Alexander Binder,0,0,0,0,1
Andreas Kleppe,0,0,0,0,1
Jun Xia,0,0,0,0,1
Zhihao Yue,0,0,0,0,1
Yingbo Zhou,0,0,0,0,1
Zhiwei Ling,0,0,0,0,1
Yiyu Shi,0,0,0,0,1
Xian Wei,0,0,0,0,2
Mingsong Chen,0,0,0,0,2
Enyi Jiang,0,0,0,0,1
Ruize Zhang,0,0,0,0,1
Sheng Tang,0,0,0,0,1
Juan Cao,0,0,0,0,1
Adi Shamir,0,0,0,0,1
Lin Duan,0,0,0,0,1
Maria Gorlatova,0,0,0,0,1
Yifan Sun,0,0,0,0,1
Jingyan Shen,0,0,0,0,1
Faeze Brahman,0,0,0,0,1
Sachin Kumar,0,0,0,0,1
Niloofar Mireshghallah,0,0,0,0,1
Ximing Lu,0,0,0,0,1
Maarten Sap,0,0,0,0,1
Yuxin Yang,0,0,0,0,1
Qiang Li,0,0,0,0,1
Yuan Hong,0,0,0,0,1
Yuwei Hu,0,0,0,0,1
Yuchen Ren,0,0,0,0,1
Yao Huang,0,0,0,0,1
Yitong Sun,0,0,0,0,1
Chang Liu,0,0,0,0,1
Zhe Zhao,0,0,0,0,1
Zhengwei Fang,0,0,0,0,1
Yifan Wang,0,0,0,0,1
Huanran Chen,0,0,0,0,3
Yuanpu Cao,0,0,0,0,1
Keji He,0,0,0,0,1
Kehan Chen,0,0,0,0,1
Jiawang Bai,0,0,0,0,1
Qi Wu,0,0,0,0,1
Ziqi Zhou,0,0,0,0,2
Yufei Song,0,0,0,0,1
Minghui Li,0,0,0,0,2
Shengshan Hu,0,0,0,0,2
Xianlong Wang,0,0,0,0,2
Leo Yu Zhang,0,0,0,0,1
Dezhong Yao,0,0,0,0,1
Hai Jin,0,0,0,0,3
Shitong Shao,0,0,0,0,1
Momin Ahmad Khan,0,0,0,0,1
Yasra Chandio,0,0,0,0,1
Fatima M. Anwar,0,0,0,0,1
Oliver J. Sutton,0,0,0,0,1
Qinghua Zhou,0,0,0,0,1
Desmond J. Higham,0,0,0,0,1
Alexander N. Gorban,0,0,0,0,1
Alexander Bastounis,0,0,0,0,1
Ivan Tyukin,0,0,0,0,1
Daizong Liu,0,0,0,0,1
Mingyu Yang,0,0,0,0,1
Xiaoye Qu,0,0,0,0,1
Xiang Fang,0,0,0,0,1
Yao Wan,0,0,0,0,1
Lichao Sun,0,0,0,0,1
Hongbin Liu,0,0,0,0,1
Moyang Guo,0,0,0,0,1
Lun Wang,0,0,0,0,1
Neil Gong,0,0,0,0,1
Jin Li,0,0,0,0,1
Ziqiang He,0,0,0,0,1
Anwei Luo,0,0,0,0,1
Jian-Fang Hu,0,0,0,0,1
Z. Jane Wang,0,0,0,0,1
Xiangui Kang,0,0,0,0,1
Andis Draguns,0,0,0,0,1
Andrew Gritsevskiy,0,0,0,0,1
Sumeet Ramesh Motwani,0,0,0,0,2
Christian Schröder de Witt,0,0,0,0,2
Yiran Zhao,0,0,0,0,1
Wenyue Zheng,0,0,0,0,1
Do Xuan Long,0,0,0,0,1
Anirudh Goyal,0,0,0,0,1
Michael Qizhe Shieh,0,0,0,0,1
Cong Zeng,0,0,0,0,1
Shengkun Tang,0,0,0,0,1
Xianjun Yang,0,0,0,0,1
Yuanzhou Chen,0,0,0,0,1
Yiyou Sun,0,0,0,0,1
Haifeng Chen,0,0,0,0,1
Dongkuan Xu,0,0,0,0,1
Patrick Chao,0,0,0,0,1
Edgar Dobriban,0,0,0,0,1
Junqiang Huang,0,0,0,0,1
Zhaojun Guo,0,0,0,0,1
Ge Luo,0,0,0,0,1
Zhenxing Qian,0,0,0,0,1
Sheng Li,0,0,0,0,1
Xinpeng Zhang,0,0,0,0,1
Tong Zhou,0,0,0,0,1
Shaolei Ren,0,0,0,0,1
Zhili Feng,0,0,0,0,1
Zachary C. Lipton,0,0,0,0,1
Thanh Nguyen-Tang,0,0,0,0,2
Pei Yang,0,0,0,0,1
Hai Ci,0,0,0,0,1
Yiren Song,0,0,0,0,1
Mike Zheng Shou,0,0,0,0,1
Quanqi Hu,0,0,0,0,1
Zhaosong Lu,0,0,0,0,1
Mishaal Kazmi,0,0,0,0,1
Hadrien Lautraite,0,0,0,0,1
Alireza Akbari,0,0,0,0,1
Qiaoyue Tang,0,0,0,0,1
Mauricio Soroco,0,0,0,0,1
Mathias Lécuyer,0,0,0,0,2
Yuancheng Xu,0,0,0,0,1
Jiarui Yao,0,0,0,0,1
Zichu Wu,0,0,0,0,1
Yusuke Kuwana,0,0,0,0,1
Yuta Goto,0,0,0,0,1
Takashi Shibata,0,0,0,0,1
Go Irie,0,0,0,0,1
Gongpei Zhao,0,0,0,0,1
Congyan Lang,0,0,0,0,1
Yi Jin,0,0,0,0,1
Yidong Li,0,0,0,0,1
Haibin Ling,0,0,0,0,1
Haibo Jin,0,0,0,0,1
Joe D. Menke,0,0,0,0,1
Chende Zheng,0,0,0,0,1
Chenhao Lin,0,0,0,0,1
Hang Wang,0,0,0,0,1
Xu Guo,0,0,0,0,1
Shuai Liu,0,0,0,0,1
Yizhuo Ma,0,0,0,0,1
Shanmin Pang,0,0,0,0,1
Qi Guo,0,0,0,0,1
Tianyu Wei,0,0,0,0,1
Paul Kassianik,0,0,0,0,1
Blaine Nelson,0,0,0,0,1
Hyrum S. Anderson,0,0,0,0,1
Yaron Singer,0,0,0,0,1
Yuefeng Peng,0,0,0,0,1
Jaechul Roh,0,0,0,0,1
Subhransu Maji,0,0,0,0,1
Amir Houmansadr,0,0,0,0,1
Hojun Chung,0,0,0,0,1
Junseo Lee,0,0,0,0,1
Minsoo Kim,0,0,0,0,1
Dohyeong Kim,0,0,0,0,1
Songhwai Oh,0,0,0,0,1
Yifan Zhu,0,0,0,0,2
Yuji Wang,0,0,0,0,1
Zeming Wei,0,0,0,0,3
Chih-Hsun Lin,0,0,0,0,1
Chun-Ying Huang,0,0,0,0,1
Peng Ye,0,0,0,0,1
Sushrut Karmalkar,0,0,0,0,1
Hangcheng Liu,0,0,0,0,1
Zhenhu Wu,0,0,0,0,1
Xingshuo Han,0,0,0,0,1
Shangwei Guo,0,0,0,0,1
Tao Xiang,0,0,0,0,1
Yibo Jiang,0,0,0,0,1
Goutham Rajendran,0,0,0,0,1
Bryon Aragam,0,0,0,0,1
Yi Zhu,0,0,0,0,1
Surya Koppisetti,0,0,0,0,1
Trang Tran,0,0,0,0,1
Gaurav Bharaj,0,0,0,0,1
Edwige Cyffers,0,0,0,0,1
Olivier Cappé,0,0,0,0,1
Jinlai Zhang,0,0,0,0,1
Marco Bornstein,0,0,0,0,1
Amrit Singh Bedi,0,0,0,0,1
Abdirisak Mohamed,0,0,0,0,1
Tianlong Xu,0,0,0,0,1
Chen Wang,0,0,0,0,1
Gaoyang Liu,0,0,0,0,1
Yang Yang,0,0,0,0,3
Kai Peng,0,0,0,0,1
Hanyang Yuan,0,0,0,0,2
Jiarong Xu,0,0,0,0,2
Renhong Huang,0,0,0,0,2
Mingli Song,0,0,0,0,1
Chunping Wang,0,0,0,0,2
Mikayel Samvelyan,0,0,0,0,1
Sharath Chandra Raparthy,0,0,0,0,1
Andrei Lupu,0,0,0,0,1
Eric Hambro,0,0,0,0,1
Aram H. Markosyan,0,0,0,0,1
Manish Bhatt,0,0,0,0,1
Yuning Mao,0,0,0,0,1
Minqi Jiang,0,0,0,0,1
Jack Parker-Holder,0,0,0,0,1
Jakob Foerster,0,0,0,0,1
Tim Rocktäschel,0,0,0,0,1
Roberta Raileanu,0,0,0,0,1
Runhua Xu,0,0,0,0,1
Shiqi Gao,0,0,0,0,1
James Joshi,0,0,0,0,1
Jianxin Li,0,0,0,0,1
Zihan Luo,0,0,0,0,1
Hong Huang,0,0,0,0,1
Yongkang Zhou,0,0,0,0,1
Jiping Zhang,0,0,0,0,1
Nuo Chen,0,0,0,0,1
Yipei Wang,0,0,0,0,1
Jeffrey Siskind,0,0,0,0,1
Xiaoqian Wang,0,0,0,0,1
Ziqi Gao,0,0,0,0,1
Zijing Liu,0,0,0,0,1
Yu Li,0,0,0,0,2
Jia Li,0,0,0,0,1
Mikhail Baranchuk,0,0,0,0,1
Martin Strohmeier,0,0,0,0,1
Vijay Bolina,0,0,0,0,1
Philip Torr,0,0,0,0,2
Lewis Hammond,0,0,0,0,1
Shengfang Zhai,0,0,0,0,1
Jiajun Li,0,0,0,0,1
Qingni Shen,0,0,0,0,1
Yansong Gao,0,0,0,0,1
Jiequan Cui,0,0,0,0,1
Zhuotao Tian,0,0,0,0,1
Zhisheng Zhong,0,0,0,0,1
Bei Yu,0,0,0,0,1
Geyong Min,0,0,0,0,1
Yijun Yang,0,0,0,0,1
Ruiyuan Gao,0,0,0,0,1
Jianyuan Zhong,0,0,0,0,1
Qiang Xu,0,0,0,0,1
Nevin L. Zhang,0,0,0,0,1
Ye Sun,0,0,0,0,1
Hao Zhang,0,0,0,0,1
Tiehua Zhang,0,0,0,0,1
Yong-Hyun Park,0,0,0,0,1
Jin-Hwa Kim,0,0,0,0,1
Geonhui Jang,0,0,0,0,1
Yonghyun Jeong,0,0,0,0,1
Junghyo Jo,0,0,0,0,1
Gayoung Lee,0,0,0,0,1
Zhuoshi Pan,0,0,0,0,1
Bingquan Shen,0,0,0,0,1
H. Vicky Zhao,0,0,0,0,1
Ramana Kompella,0,0,0,0,2
Róbert Busa-Fekete,0,0,0,0,1
Travis Dick,0,0,0,0,1
Andrés Muñoz Medina,0,0,0,0,1
Adam D. Smith,0,0,0,0,1
Marika Swanberg,0,0,0,0,1
Luca Beurer-Kellner,0,0,0,0,1
Long Phan,0,0,0,0,1
Justin Wang,0,0,0,0,1
Derek Duenas,0,0,0,0,1
Maxwell Lin,0,0,0,0,1
Leo Marchyok,0,0,0,0,1
Pasan Dissanayake,0,0,0,0,1
Amr Gomaa,0,0,0,0,1
Sarath Sivaprasad,0,0,0,0,1
Rory Young,0,0,0,0,1
